CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmountUSD,Location,Size,Color,Season,ReviewRating,SubscriptionStatus,ShippingType,DiscountApplied,PromoCodeUsed,PreviousPurchases,PaymentMethod,FrequencyOfPurchases,Age_Group
209,40,Male,Football,"Home Decor",112.83,Miami,XL,Red,Spring,2,Yes,Standard,Yes,Yes,8,"Credit Card",Monthly,40s
210,54,Female,Football,"Home Decor",303.56,Miami,L,Green,Fall,3,No,Standard,No,No,2,UPI,Monthly,50s
211,49,Male,Laptop,Electronics,53.58,"New York",XL,Blue,Fall,1,Yes,Express,No,No,13,"Credit Card",Monthly,40s
212,50,Female,Bag,Sports,38.50,"Los Angeles",M,Black,Fall,2,No,Standard,No,No,7,UPI,Monthly,50s
213,18,Male,Bag,Clothing,192.40,Houston,L,Green,Winter,5,Yes,Express,Yes,No,13,"Credit Card",Fortnightly,"below 20"
214,36,Female,Phone,Electronics,363.13,Houston,L,Green,Spring,3,No,Standard,Yes,No,9,PayPal,Monthly,30s
215,19,Female,T-Shirt,"Home Decor",281.86,Miami,XL,Black,Fall,2,No,Express,No,Yes,2,"Credit Card",Fortnightly,"below 20"
216,61,Female,Football,Accessories,217.21,Houston,XL,Red,Spring,5,Yes,Standard,Yes,No,3,UPI,Monthly,60+
217,43,Female,Bag,"Home Decor",287.22,Chicago,M,Red,Winter,1,No,Standard,Yes,Yes,1,Cash,Monthly,40s
218,49,Female,T-Shirt,Accessories,189.07,"Los Angeles",L,Blue,Summer,2,No,Express,Yes,No,8,UPI,Fortnightly,40s
219,23,Female,Football,Clothing,468.71,"Los Angeles",L,Green,Spring,5,Yes,Express,Yes,Yes,13,Cash,Fortnightly,20s
220,49,Female,Shoes,Accessories,36.90,"Los Angeles",M,Black,Spring,5,No,Standard,No,No,14,PayPal,Monthly,40s
221,21,Female,T-Shirt,Electronics,339.96,Chicago,XL,Green,Winter,4,No,Express,No,Yes,4,UPI,Weekly,20s
222,28,Female,Shoes,Accessories,446.73,"New York",S,White,Fall,5,Yes,Express,No,No,4,"Credit Card",Monthly,20s
223,34,Male,T-Shirt,Sports,403.90,Chicago,S,Green,Spring,4,No,Standard,Yes,Yes,3,PayPal,Monthly,30s
224,55,Male,Phone,Electronics,100.18,"Los Angeles",L,Green,Summer,1,No,Express,No,No,12,UPI,Monthly,50s
225,41,Female,Laptop,Clothing,155.00,"Los Angeles",L,White,Winter,1,No,Standard,No,Yes,4,PayPal,Fortnightly,40s
226,22,Male,Curtains,Electronics,361.35,"Los Angeles",XL,White,Fall,3,Yes,Express,No,Yes,14,Cash,Monthly,20s
227,51,Female,Bag,Sports,51.29,Houston,S,Black,Spring,4,Yes,Standard,Yes,Yes,11,PayPal,Weekly,50s
228,23,Female,Curtains,Clothing,407.81,"New York",L,Red,Spring,5,Yes,Express,Yes,Yes,13,"Credit Card",Monthly,20s
229,39,Male,Curtains,"Home Decor",362.26,Chicago,XL,Blue,Winter,3,Yes,Standard,Yes,No,0,UPI,Weekly,30s
230,28,Female,Shoes,Sports,367.51,"Los Angeles",S,White,Fall,3,No,Standard,No,No,9,Cash,Weekly,20s
231,33,Female,Watch,Clothing,59.12,Miami,M,Red,Fall,1,Yes,Express,No,Yes,13,PayPal,Weekly,30s
232,50,Male,Football,Accessories,361.70,"New York",L,Black,Winter,5,Yes,Express,No,No,9,"Debit Card",Monthly,50s
233,26,Male,Curtains,Electronics,343.11,Miami,M,Green,Spring,4,Yes,Standard,Yes,Yes,11,Cash,Fortnightly,20s
234,23,Female,Phone,Clothing,417.15,"New York",S,Black,Spring,1,Yes,Express,No,No,5,Cash,Fortnightly,20s
235,33,Male,Curtains,Electronics,30.38,"Los Angeles",XL,Black,Fall,3,No,Standard,Yes,No,10,"Credit Card",Monthly,30s
236,46,Male,T-Shirt,Accessories,21.32,"New York",XL,White,Fall,2,No,Standard,Yes,Yes,3,"Credit Card",Monthly,40s
237,20,Female,Shoes,Clothing,192.77,"New York",S,Blue,Summer,3,Yes,Express,Yes,No,11,PayPal,Weekly,20s
238,37,Male,Watch,"Home Decor",82.91,"Los Angeles",M,White,Summer,2,No,Express,No,Yes,3,"Debit Card",Monthly,30s
239,53,Male,T-Shirt,Sports,283.61,Miami,XL,Green,Summer,1,Yes,Express,Yes,No,11,Cash,Fortnightly,50s
240,36,Female,Watch,Clothing,459.50,Miami,L,White,Fall,4,Yes,Standard,No,No,12,PayPal,Monthly,30s
241,43,Male,T-Shirt,Accessories,201.83,Houston,M,Green,Fall,5,No,Express,Yes,No,4,"Debit Card",Monthly,40s
242,20,Male,T-Shirt,Clothing,424.03,Miami,M,White,Fall,2,No,Express,No,Yes,13,PayPal,Monthly,20s
243,36,Female,Bag,Electronics,10.12,Miami,L,Blue,Spring,5,No,Express,Yes,No,0,Cash,Weekly,30s
244,37,Female,Laptop,Clothing,92.57,"New York",S,Red,Winter,1,No,Standard,No,Yes,3,PayPal,Monthly,30s
245,49,Female,Laptop,"Home Decor",24.91,Houston,XL,Blue,Fall,1,No,Express,No,Yes,9,"Credit Card",Monthly,40s
246,24,Male,Football,Clothing,170.79,"Los Angeles",M,White,Spring,1,No,Express,Yes,No,2,"Credit Card",Monthly,20s
247,58,Female,Shoes,Sports,455.01,"Los Angeles",XL,Black,Fall,4,Yes,Standard,No,Yes,4,UPI,Fortnightly,50s
248,50,Female,Phone,Clothing,57.51,Chicago,XL,Red,Winter,2,No,Express,No,No,9,"Debit Card",Weekly,50s
249,57,Male,Phone,Electronics,307.14,Houston,M,Black,Fall,5,Yes,Standard,Yes,Yes,4,Cash,Weekly,50s
250,56,Female,Phone,Clothing,231.23,"New York",S,Blue,Spring,3,Yes,Express,Yes,No,7,"Debit Card",Fortnightly,50s
251,35,Female,Bag,"Home Decor",469.85,Chicago,M,Red,Fall,1,Yes,Standard,No,Yes,13,"Credit Card",Weekly,30s
252,57,Female,T-Shirt,Accessories,70.03,Chicago,S,White,Fall,5,Yes,Standard,Yes,Yes,0,Cash,Fortnightly,50s
253,18,Female,Laptop,Clothing,113.89,"Los Angeles",L,Black,Fall,5,Yes,Standard,No,Yes,2,UPI,Weekly,"below 20"
254,28,Male,Shoes,Clothing,24.48,Miami,S,White,Summer,4,No,Express,Yes,Yes,4,"Credit Card",Weekly,20s
255,45,Female,T-Shirt,Sports,222.63,"New York",S,Green,Fall,2,No,Express,Yes,No,10,"Credit Card",Weekly,40s
256,42,Female,Watch,"Home Decor",146.14,Houston,M,Red,Spring,4,Yes,Standard,Yes,No,2,"Debit Card",Monthly,40s
257,40,Male,Laptop,Accessories,436.25,Chicago,XL,Black,Spring,4,Yes,Express,No,Yes,5,PayPal,Weekly,40s
258,48,Female,Laptop,Electronics,306.42,"New York",XL,Blue,Spring,5,No,Express,Yes,Yes,9,"Debit Card",Monthly,40s
259,47,Male,Curtains,Clothing,310.90,"Los Angeles",S,Blue,Fall,2,Yes,Express,No,Yes,12,"Credit Card",Monthly,40s
260,59,Male,Curtains,Accessories,270.64,Chicago,S,Blue,Winter,2,No,Standard,No,Yes,2,"Debit Card",Monthly,50s
261,52,Male,Bag,Electronics,55.01,Chicago,M,Blue,Spring,2,No,Express,Yes,No,5,PayPal,Fortnightly,50s
262,24,Female,Shoes,"Home Decor",228.06,"Los Angeles",S,Black,Summer,1,No,Standard,Yes,No,7,UPI,Weekly,20s
263,33,Male,Watch,"Home Decor",499.76,"Los Angeles",M,Green,Winter,2,Yes,Standard,Yes,No,3,Cash,Weekly,30s
264,43,Male,Shoes,Accessories,419.26,"Los Angeles",L,Blue,Spring,5,Yes,Express,Yes,Yes,7,"Credit Card",Weekly,40s
265,19,Male,Shoes,Electronics,447.79,"New York",S,Blue,Fall,1,Yes,Express,Yes,No,6,"Debit Card",Monthly,"below 20"
266,18,Female,Bag,"Home Decor",413.38,"New York",L,Blue,Summer,3,Yes,Standard,No,No,10,"Credit Card",Weekly,"below 20"
267,29,Female,Bag,Accessories,60.49,"New York",S,Green,Spring,4,Yes,Express,Yes,Yes,10,Cash,Monthly,20s
268,22,Female,T-Shirt,"Home Decor",121.45,Miami,S,Red,Summer,2,Yes,Express,No,No,12,"Debit Card",Monthly,20s
269,54,Female,Football,"Home Decor",11.53,Chicago,L,Blue,Winter,3,Yes,Standard,No,Yes,14,UPI,Monthly,50s
270,49,Female,Bag,"Home Decor",158.72,"New York",L,Blue,Spring,2,Yes,Express,Yes,Yes,3,Cash,Monthly,40s
271,26,Female,Shoes,Sports,63.22,Miami,M,Blue,Fall,4,No,Standard,Yes,Yes,2,PayPal,Weekly,20s
272,58,Female,Curtains,Electronics,241.67,Chicago,M,Red,Summer,5,Yes,Standard,No,Yes,4,PayPal,Monthly,50s
273,52,Male,Football,Accessories,341.79,"New York",L,Blue,Spring,5,No,Express,No,Yes,4,"Credit Card",Fortnightly,50s
274,36,Male,T-Shirt,Accessories,438.51,"Los Angeles",S,Red,Winter,4,No,Standard,Yes,Yes,13,PayPal,Fortnightly,30s
275,33,Male,Football,Electronics,377.12,Houston,M,Red,Winter,3,No,Express,No,Yes,6,"Debit Card",Fortnightly,30s
276,20,Male,Phone,Electronics,469.91,"New York",S,White,Spring,1,Yes,Express,No,No,10,PayPal,Monthly,20s
277,37,Female,Watch,Electronics,36.41,Houston,XL,White,Winter,1,Yes,Express,No,No,0,UPI,Weekly,30s
278,41,Male,Football,Electronics,15.97,"New York",M,Blue,Summer,2,Yes,Standard,Yes,Yes,8,"Debit Card",Weekly,40s
279,50,Male,Shoes,Clothing,334.06,"Los Angeles",M,Black,Summer,4,No,Standard,No,No,1,"Credit Card",Monthly,50s
280,41,Male,T-Shirt,Accessories,151.78,Houston,M,White,Summer,4,Yes,Standard,No,No,8,"Credit Card",Monthly,40s
281,28,Male,Watch,Clothing,134.22,Miami,XL,White,Summer,1,Yes,Express,No,No,8,PayPal,Monthly,20s
282,25,Female,Shoes,"Home Decor",172.13,"Los Angeles",L,Black,Winter,3,No,Express,Yes,Yes,12,PayPal,Fortnightly,20s
283,53,Female,Watch,"Home Decor",142.20,Houston,S,Green,Spring,4,Yes,Standard,Yes,No,12,"Credit Card",Monthly,50s
284,55,Female,Curtains,Accessories,260.60,Houston,XL,Blue,Winter,5,No,Express,No,Yes,13,"Debit Card",Monthly,50s
285,57,Male,Phone,"Home Decor",225.67,"Los Angeles",L,Green,Winter,5,No,Express,No,Yes,14,Cash,Weekly,50s
286,37,Female,Curtains,Electronics,261.09,"Los Angeles",M,Green,Spring,4,No,Standard,No,Yes,2,"Credit Card",Weekly,30s
287,52,Male,Shoes,Clothing,339.63,"Los Angeles",L,Red,Spring,3,Yes,Standard,Yes,Yes,14,UPI,Fortnightly,50s
288,42,Female,Shoes,Electronics,199.69,Chicago,L,Red,Fall,5,No,Standard,Yes,Yes,6,"Debit Card",Fortnightly,40s
289,52,Female,Shoes,"Home Decor",133.14,Miami,L,Blue,Summer,3,No,Express,No,Yes,2,Cash,Fortnightly,50s
290,42,Female,Laptop,Clothing,91.44,"New York",S,Black,Spring,1,Yes,Express,No,Yes,7,Cash,Fortnightly,40s
291,46,Female,Phone,Electronics,181.24,Houston,L,Red,Winter,2,No,Express,No,No,7,"Debit Card",Monthly,40s
292,35,Female,Watch,Accessories,373.49,"New York",L,White,Summer,1,Yes,Standard,No,No,12,"Credit Card",Monthly,30s
293,63,Male,Bag,Electronics,380.79,"Los Angeles",L,Blue,Summer,2,Yes,Standard,No,Yes,2,Cash,Fortnightly,60+
294,35,Female,Shoes,"Home Decor",336.78,Miami,L,Green,Winter,5,No,Standard,No,No,4,UPI,Fortnightly,30s
295,19,Male,Shoes,Clothing,124.67,Miami,XL,Blue,Spring,2,Yes,Standard,No,No,14,"Debit Card",Weekly,"below 20"
296,52,Male,Watch,Accessories,298.16,Chicago,XL,Red,Summer,2,Yes,Express,Yes,Yes,6,PayPal,Weekly,50s
297,33,Male,Bag,Clothing,289.64,"Los Angeles",L,Black,Summer,4,Yes,Standard,Yes,No,0,"Credit Card",Weekly,30s
298,58,Male,Curtains,Accessories,247.29,Houston,L,Green,Summer,2,Yes,Express,Yes,Yes,2,"Debit Card",Fortnightly,50s
299,53,Male,Curtains,Clothing,279.49,Chicago,L,Black,Summer,4,No,Standard,No,No,0,UPI,Weekly,50s
300,50,Female,Shoes,"Home Decor",250.98,"Los Angeles",M,Blue,Summer,2,Yes,Express,Yes,Yes,1,Cash,Fortnightly,50s
301,21,Female,T-Shirt,Accessories,287.07,Chicago,L,Black,Winter,4,Yes,Standard,No,Yes,13,"Credit Card",Monthly,20s
302,50,Female,Laptop,Sports,360.60,"New York",L,Black,Spring,5,Yes,Express,Yes,No,13,"Credit Card",Fortnightly,50s
303,31,Female,Curtains,Clothing,63.72,"Los Angeles",XL,Blue,Spring,5,Yes,Express,Yes,Yes,6,"Debit Card",Monthly,30s
304,38,Male,T-Shirt,Clothing,377.32,Houston,XL,Green,Summer,2,No,Standard,Yes,No,6,"Debit Card",Monthly,30s
305,37,Female,Laptop,Electronics,76.58,Houston,XL,Black,Summer,3,No,Express,Yes,Yes,2,UPI,Fortnightly,30s
306,25,Female,Shoes,Accessories,42.65,"Los Angeles",S,Black,Summer,5,Yes,Standard,Yes,Yes,14,PayPal,Weekly,20s
307,24,Male,Phone,Sports,488.28,Chicago,M,Blue,Winter,1,No,Express,No,No,12,"Debit Card",Fortnightly,20s
308,20,Male,Football,"Home Decor",478.93,Miami,L,White,Winter,1,Yes,Standard,No,No,5,"Debit Card",Weekly,20s
309,34,Female,Football,Electronics,39.61,"Los Angeles",XL,Black,Fall,4,No,Standard,Yes,No,12,"Debit Card",Monthly,30s
310,50,Female,Shoes,Sports,227.19,Houston,S,Red,Summer,3,Yes,Standard,No,Yes,5,UPI,Monthly,50s
311,29,Male,Curtains,Accessories,101.26,"New York",L,Green,Fall,4,Yes,Express,Yes,No,1,Cash,Monthly,20s
312,39,Female,T-Shirt,Sports,247.82,Houston,L,Black,Fall,2,No,Express,Yes,Yes,12,PayPal,Monthly,30s
313,39,Female,Phone,Clothing,416.79,Miami,XL,Blue,Fall,5,No,Standard,Yes,No,8,UPI,Fortnightly,30s
314,63,Female,Watch,Clothing,475.80,Houston,L,Red,Spring,3,No,Express,No,No,12,"Debit Card",Monthly,60+
315,47,Female,Laptop,Electronics,320.78,Miami,L,Blue,Fall,4,No,Standard,Yes,No,7,Cash,Weekly,40s
316,55,Male,Shoes,Accessories,183.41,"Los Angeles",L,Black,Summer,4,No,Express,Yes,No,1,"Debit Card",Weekly,50s
317,55,Male,Phone,Accessories,305.63,Houston,XL,Red,Winter,1,Yes,Standard,No,No,11,UPI,Monthly,50s
318,62,Male,Bag,Sports,162.88,Chicago,S,Green,Summer,2,Yes,Standard,Yes,Yes,3,"Credit Card",Fortnightly,60+
319,25,Female,Phone,Electronics,455.81,Chicago,L,Green,Winter,4,Yes,Standard,No,Yes,8,"Debit Card",Monthly,20s
320,44,Female,Curtains,Accessories,436.50,Houston,S,Green,Spring,1,Yes,Standard,No,No,3,Cash,Monthly,40s
321,44,Female,Bag,Clothing,283.53,Houston,L,White,Spring,3,No,Standard,No,No,6,PayPal,Weekly,40s
322,51,Female,Laptop,Sports,169.15,"New York",XL,Blue,Summer,4,No,Express,No,No,4,"Credit Card",Fortnightly,50s
323,38,Female,Bag,"Home Decor",153.76,Houston,S,Black,Spring,1,Yes,Express,No,Yes,9,"Debit Card",Fortnightly,30s
324,47,Male,Phone,Clothing,26.37,"New York",XL,Red,Winter,2,Yes,Express,No,Yes,5,"Debit Card",Weekly,40s
325,50,Female,Curtains,Electronics,409.75,"New York",M,Blue,Spring,5,No,Express,No,No,0,Cash,Weekly,50s
326,45,Female,Bag,Accessories,230.69,"New York",L,Black,Fall,3,No,Standard,No,Yes,3,"Credit Card",Weekly,40s
327,64,Male,T-Shirt,Clothing,169.32,"New York",M,White,Fall,4,No,Standard,No,Yes,4,"Credit Card",Fortnightly,60+
328,50,Female,Curtains,"Home Decor",240.84,"Los Angeles",M,Black,Spring,1,No,Standard,No,No,5,"Credit Card",Weekly,50s
329,22,Male,T-Shirt,"Home Decor",411.18,Chicago,M,Blue,Summer,4,No,Express,No,Yes,5,"Debit Card",Weekly,20s
330,36,Male,T-Shirt,Electronics,71.06,"New York",L,Black,Fall,5,Yes,Standard,No,Yes,4,"Credit Card",Weekly,30s
331,21,Male,Bag,Clothing,430.25,Chicago,XL,Red,Winter,4,Yes,Express,No,Yes,2,"Debit Card",Monthly,20s
332,52,Male,Bag,Sports,449.78,"New York",M,White,Summer,4,Yes,Express,No,Yes,10,"Debit Card",Fortnightly,50s
333,34,Male,Watch,Clothing,473.89,Chicago,S,Red,Spring,1,Yes,Express,No,No,14,"Credit Card",Fortnightly,30s
334,61,Female,Watch,"Home Decor",204.77,Houston,L,White,Summer,5,No,Standard,No,Yes,1,UPI,Monthly,60+
335,45,Male,Phone,Electronics,116.40,Houston,XL,White,Summer,3,Yes,Express,No,Yes,14,PayPal,Fortnightly,40s
336,47,Male,Curtains,Electronics,193.08,Chicago,XL,Black,Summer,1,Yes,Express,Yes,Yes,6,PayPal,Weekly,40s
337,46,Female,Watch,Sports,173.13,"New York",M,Red,Summer,5,Yes,Express,Yes,No,0,UPI,Monthly,40s
338,63,Female,T-Shirt,Electronics,96.32,"Los Angeles",L,White,Spring,5,Yes,Express,No,No,11,"Credit Card",Weekly,60+
339,23,Male,Watch,Electronics,307.56,Chicago,M,White,Spring,4,Yes,Express,No,No,11,"Debit Card",Weekly,20s
340,52,Female,Laptop,Electronics,243.55,Miami,S,Black,Fall,2,No,Standard,Yes,No,4,Cash,Weekly,50s
341,58,Female,Phone,Electronics,434.19,"Los Angeles",XL,Blue,Fall,2,Yes,Express,Yes,No,3,UPI,Weekly,50s
342,54,Male,Curtains,Electronics,25.73,Miami,XL,Blue,Winter,3,Yes,Express,No,No,6,PayPal,Fortnightly,50s
343,41,Male,Curtains,"Home Decor",325.50,Chicago,L,Green,Winter,4,No,Express,No,No,1,PayPal,Monthly,40s
344,46,Female,Football,Clothing,383.84,"New York",XL,Green,Fall,2,No,Standard,Yes,Yes,10,"Debit Card",Monthly,40s
345,63,Male,Curtains,Accessories,382.15,Miami,L,White,Fall,1,No,Express,No,Yes,12,PayPal,Weekly,60+
346,48,Male,Phone,Electronics,444.18,Chicago,M,Blue,Summer,3,No,Standard,Yes,Yes,7,PayPal,Monthly,40s
347,52,Female,Laptop,Accessories,367.23,"Los Angeles",S,White,Fall,4,Yes,Express,No,Yes,8,"Debit Card",Monthly,50s
348,50,Male,Curtains,Accessories,464.63,"New York",L,Red,Winter,1,No,Standard,Yes,No,12,"Credit Card",Weekly,50s
349,38,Male,Football,"Home Decor",173.00,Miami,M,Blue,Fall,2,Yes,Standard,No,Yes,14,PayPal,Weekly,30s
350,49,Male,Phone,Electronics,256.57,Chicago,S,Blue,Summer,2,No,Standard,No,Yes,11,"Credit Card",Fortnightly,40s
351,40,Male,T-Shirt,Accessories,16.90,"New York",XL,Blue,Winter,2,Yes,Express,Yes,No,9,Cash,Fortnightly,40s
352,50,Male,Shoes,Electronics,13.41,"New York",S,Green,Spring,2,No,Express,No,Yes,14,"Credit Card",Weekly,50s
353,20,Female,Shoes,Sports,127.66,Houston,S,Black,Fall,5,No,Express,Yes,No,0,"Debit Card",Fortnightly,20s
354,35,Female,T-Shirt,Sports,59.40,"New York",S,Black,Spring,3,Yes,Express,Yes,No,4,"Debit Card",Fortnightly,30s
355,42,Male,Watch,Sports,137.50,Chicago,XL,Green,Winter,3,Yes,Standard,Yes,Yes,3,"Debit Card",Monthly,40s
356,59,Female,Curtains,Accessories,96.75,"Los Angeles",L,Green,Fall,2,No,Express,No,Yes,4,PayPal,Weekly,50s
357,48,Male,Bag,Sports,23.97,Houston,L,Green,Spring,3,Yes,Express,Yes,No,8,UPI,Monthly,40s
358,20,Male,Shoes,"Home Decor",455.56,Chicago,S,Black,Fall,1,Yes,Standard,No,Yes,14,PayPal,Monthly,20s
359,57,Male,Watch,"Home Decor",14.03,Chicago,M,White,Spring,1,Yes,Standard,Yes,No,11,"Credit Card",Weekly,50s
360,63,Male,Shoes,Accessories,370.68,Chicago,M,Green,Spring,3,Yes,Standard,Yes,Yes,2,Cash,Monthly,60+
361,41,Male,T-Shirt,Electronics,84.55,Miami,S,White,Winter,2,No,Standard,Yes,Yes,13,Cash,Fortnightly,40s
362,49,Female,Curtains,Clothing,456.99,Miami,S,White,Fall,4,Yes,Express,Yes,Yes,0,Cash,Fortnightly,40s
363,64,Female,Curtains,Electronics,447.47,"Los Angeles",M,Red,Spring,2,No,Express,No,No,10,Cash,Fortnightly,60+
364,39,Male,Watch,Electronics,330.41,Chicago,S,Black,Fall,5,Yes,Standard,No,No,2,UPI,Fortnightly,30s
365,40,Female,T-Shirt,Electronics,339.39,Miami,S,White,Fall,4,No,Standard,No,Yes,3,Cash,Fortnightly,40s
366,19,Male,Watch,Electronics,12.62,Miami,L,Black,Summer,5,No,Express,No,Yes,12,PayPal,Monthly,"below 20"
367,44,Female,Curtains,Clothing,492.59,Miami,L,Black,Winter,3,No,Standard,No,No,14,Cash,Weekly,40s
368,59,Male,Bag,Sports,440.14,"Los Angeles",S,Red,Fall,5,No,Standard,No,No,12,"Debit Card",Monthly,50s
369,19,Female,Curtains,Electronics,448.60,"Los Angeles",S,Black,Fall,3,Yes,Standard,Yes,No,1,"Credit Card",Monthly,"below 20"
370,43,Male,Phone,"Home Decor",333.03,Chicago,XL,White,Fall,5,Yes,Express,No,No,0,PayPal,Fortnightly,40s
371,34,Male,Bag,Accessories,178.95,Houston,L,Blue,Winter,4,No,Express,No,Yes,0,UPI,Fortnightly,30s
372,57,Female,Watch,Accessories,447.89,Chicago,S,White,Winter,5,Yes,Express,No,No,14,PayPal,Monthly,50s
373,50,Female,Phone,"Home Decor",152.84,Miami,XL,White,Fall,2,Yes,Standard,No,No,7,"Debit Card",Monthly,50s
374,26,Male,T-Shirt,Electronics,285.73,Miami,XL,Black,Winter,3,No,Express,No,No,3,Cash,Weekly,20s
375,60,Female,Laptop,Clothing,58.87,"New York",XL,White,Summer,1,Yes,Standard,No,No,11,Cash,Weekly,60+
376,56,Male,Shoes,Sports,461.76,Chicago,XL,Blue,Winter,5,Yes,Express,Yes,Yes,1,UPI,Weekly,50s
377,46,Female,Phone,Accessories,78.98,Miami,L,Black,Summer,3,Yes,Standard,Yes,Yes,9,"Credit Card",Weekly,40s
378,59,Female,Shoes,Sports,120.20,Miami,XL,Green,Summer,1,Yes,Standard,No,Yes,2,Cash,Weekly,50s
379,43,Male,Football,Clothing,283.49,Houston,L,White,Summer,3,No,Express,Yes,No,7,UPI,Fortnightly,40s
380,52,Female,T-Shirt,Accessories,384.41,"New York",XL,White,Spring,3,No,Express,No,No,5,Cash,Weekly,50s
381,42,Female,Laptop,Sports,313.48,Chicago,XL,Red,Winter,1,Yes,Standard,Yes,Yes,7,PayPal,Monthly,40s
382,41,Male,Football,Clothing,123.75,"Los Angeles",M,Green,Fall,1,No,Standard,No,Yes,9,UPI,Fortnightly,40s
383,30,Female,Football,Sports,10.46,Chicago,L,Green,Summer,4,No,Standard,Yes,No,4,UPI,Monthly,30s
384,24,Male,Curtains,Electronics,381.00,Chicago,M,Blue,Fall,5,No,Standard,Yes,No,2,UPI,Fortnightly,20s
385,53,Male,Football,Clothing,492.75,Houston,M,Green,Summer,5,No,Standard,No,Yes,5,Cash,Fortnightly,50s
386,62,Male,T-Shirt,Sports,406.86,Chicago,XL,Red,Fall,3,Yes,Express,No,No,9,UPI,Weekly,60+
387,37,Male,Phone,Electronics,235.50,Houston,L,Blue,Spring,2,Yes,Standard,Yes,Yes,7,PayPal,Monthly,30s
388,18,Male,T-Shirt,Electronics,452.85,Houston,S,Green,Summer,2,Yes,Express,No,No,13,"Credit Card",Weekly,"below 20"
389,25,Female,Phone,Clothing,210.83,Miami,XL,Blue,Spring,3,No,Express,No,Yes,4,"Credit Card",Monthly,20s
390,63,Male,Football,"Home Decor",267.22,"Los Angeles",L,Green,Spring,4,Yes,Express,No,No,4,"Debit Card",Monthly,60+
391,33,Male,Football,Accessories,243.79,Houston,M,Green,Winter,1,Yes,Express,No,No,2,PayPal,Weekly,30s
392,31,Female,Bag,Clothing,229.34,"New York",L,Green,Fall,3,Yes,Standard,No,No,2,PayPal,Weekly,30s
393,29,Female,Laptop,Electronics,389.84,"New York",XL,White,Summer,5,No,Express,No,Yes,12,UPI,Fortnightly,20s
394,40,Female,Phone,Electronics,268.12,"Los Angeles",L,Green,Spring,2,Yes,Express,Yes,No,11,"Debit Card",Fortnightly,40s
395,32,Male,Football,Clothing,165.19,Houston,M,White,Fall,2,No,Express,No,No,14,PayPal,Fortnightly,30s
396,45,Male,Curtains,"Home Decor",136.50,"Los Angeles",L,Black,Winter,2,No,Standard,No,No,7,PayPal,Monthly,40s
397,51,Male,Bag,Accessories,28.50,Miami,L,Red,Fall,4,No,Express,Yes,Yes,10,PayPal,Weekly,50s
398,19,Female,Shoes,Sports,295.77,"New York",M,Blue,Fall,5,No,Express,Yes,No,14,Cash,Fortnightly,"below 20"
399,49,Male,Bag,Clothing,122.68,Chicago,XL,Blue,Winter,4,No,Express,Yes,Yes,0,PayPal,Weekly,40s
400,40,Female,Laptop,Accessories,82.59,"New York",S,Black,Winter,1,Yes,Standard,No,No,3,Cash,Fortnightly,40s
401,39,Male,T-Shirt,Accessories,330.38,Houston,M,Green,Winter,3,No,Standard,Yes,Yes,8,PayPal,Fortnightly,30s
402,42,Female,Laptop,Electronics,343.79,"Los Angeles",M,Red,Spring,3,No,Standard,Yes,Yes,5,"Credit Card",Weekly,40s
403,39,Male,Shoes,Sports,378.56,"New York",XL,Black,Fall,2,No,Express,Yes,No,5,Cash,Fortnightly,30s
404,39,Male,Bag,Clothing,256.75,Chicago,XL,Black,Winter,2,Yes,Standard,Yes,Yes,13,Cash,Weekly,30s
405,59,Male,Phone,Electronics,448.09,Chicago,L,Blue,Fall,1,Yes,Standard,Yes,No,9,UPI,Fortnightly,50s
406,23,Female,T-Shirt,Electronics,468.81,"Los Angeles",M,White,Fall,4,Yes,Standard,Yes,No,10,PayPal,Weekly,20s
407,32,Female,T-Shirt,"Home Decor",405.61,"Los Angeles",L,White,Spring,5,Yes,Express,Yes,No,10,"Debit Card",Fortnightly,30s
408,60,Male,Phone,Accessories,321.44,"New York",L,Green,Fall,1,No,Standard,Yes,No,12,"Debit Card",Fortnightly,60+
409,54,Male,Watch,Clothing,158.82,Houston,XL,Green,Spring,3,No,Express,No,Yes,6,"Debit Card",Monthly,50s
410,50,Male,Watch,Clothing,491.64,Miami,XL,Black,Winter,3,Yes,Express,No,Yes,10,"Debit Card",Weekly,50s
411,25,Female,Laptop,Clothing,144.33,Chicago,L,Green,Winter,4,No,Express,Yes,Yes,6,"Credit Card",Fortnightly,20s
412,61,Male,Football,Electronics,109.30,"Los Angeles",M,White,Fall,1,Yes,Express,No,Yes,5,"Debit Card",Monthly,60+
413,61,Male,Watch,"Home Decor",226.66,Miami,M,Red,Spring,5,Yes,Standard,No,Yes,8,UPI,Weekly,60+
414,22,Male,Laptop,Sports,37.85,Miami,L,Blue,Spring,1,Yes,Standard,No,No,7,"Debit Card",Fortnightly,20s
415,56,Male,Watch,Electronics,489.46,Miami,S,White,Summer,1,No,Express,Yes,No,11,UPI,Fortnightly,50s
416,21,Female,Shoes,Sports,298.33,Houston,S,Green,Summer,4,Yes,Express,Yes,Yes,7,Cash,Fortnightly,20s
417,23,Female,Curtains,"Home Decor",282.91,"Los Angeles",XL,Blue,Winter,5,Yes,Express,No,Yes,1,PayPal,Weekly,20s
418,62,Male,Football,Accessories,331.34,Chicago,M,Blue,Winter,3,No,Express,Yes,No,6,"Debit Card",Monthly,60+
